chr	start	end	gene_ids	gene_symbols
chr10	111240000	111360000	ENSG00000237242.1;ENSG00000232728.1	BTF3P15;PHB2P1
chr10	111360000	111480000	ENSG00000270333.1;ENSG00000270294.1	RP11-566F5.2;XIAPP1
chr10	111480000	111600000	ENSG00000224907.1	RPL21P91
chr10	111600000	111720000	ENSG00000203876.10;ENSG00000272160.1;ENSG00000108039.18	ADD3-AS1;U4;XPNPEP1
chr10	111720000	112800000	ENSG00000148700.15;ENSG00000203876.10;ENSG00000221359.1;ENSG00000264544.1;ENSG00000214413.9;ENSG00000138166.6;ENSG00000273143.2;ENSG00000237642.1;ENSG00000265827.1;ENSG00000221214.1;ENSG00000119950.21;ENSG00000150593.18;ENSG00000203497.2;ENSG00000203867.8;ENSG00000252036.1;ENSG00000263706.1;ENSG00000263919.1;ENSG00000199364.1;ENSG00000232470.1;ENSG00000270589.1;ENSG00000278601.1;ENSG00000214067.2;ENSG00000228417.1;ENSG00000234118.1;ENSG00000233518.1;ENSG00000108061.12;ENSG00000108055.10;ENSG00000119953.14;ENSG00000226734.1	ADD3;ADD3-AS1;AL355512.1;AL355512.2;BBIP1;DUSP5;DUSP5-DT;HMGB3P5;MIR4680;MIR548E;MXI1;PDCD4;PDCD4-AS1;RBM20;RN7SKP288;RN7SL450P;RN7SL686P;RNA5SP327;RP11-313D6.3;RP11-348N5.7;RP11-348N5.9;RP11-549L6.2;RP11-549L6.3;RPL13AP6;RPL7P35;SHOC2;SMC3;SMNDC1;SNRPGP12
chr10	112800000	112960000	ENSG00000150594.7;ENSG00000213247.3	ADRA2A;RP11-479A21.1
chr10	112960000	113080000	NA	NA
chr10	113080000	113560000	ENSG00000237618.1;ENSG00000227851.1;ENSG00000287231.1;ENSG00000230809.1	BTBD7P2;RP11-381K7.1;RP11-47B24.1;RPS6P15
chr10	113560000	113800000	ENSG00000287231.1	RP11-47B24.1
chr10	113800000	113960000	ENSG00000119927.14	GPAM
chr10	113960000	114320000	ENSG00000197142.11;ENSG00000119927.14;ENSG00000243316.7;ENSG00000234017.1;ENSG00000232934.8;ENSG00000119913.6;ENSG00000151532.14;ENSG00000023041.12	ACSL5;GPAM;GUCY2GP;RP11-214N15.5;RP11-324O2.3;TECTB;VTI1A;ZDHHC6
chr10	114320000	114440000	ENSG00000264763.1;ENSG00000233340.1;ENSG00000151532.14	MIR4295;RP11-25C19.3;VTI1A
chr10	114440000	114960000	ENSG00000285676.1;ENSG00000233547.1;ENSG00000225292.2;ENSG00000260917.1;ENSG00000279315.1;ENSG00000227560.1;ENSG00000148737.17;ENSG00000151532.14	RP11-431N8.1;RP11-57H14.2;RP11-57H14.3;RP11-57H14.4;RP11-57H14.5;RPS15AP30;TCF7L2;VTI1A
chr10	114960000	115320000	ENSG00000148702.15;ENSG00000230018.1;ENSG00000238380.1;ENSG00000286289.1	HABP2;PPIAP39;RNU7-165P;RP11-481H12.2
chr10	115320000	115440000	ENSG00000165806.21;ENSG00000148702.15;ENSG00000197893.14	CASP7;HABP2;NRAP
chr10	115440000	115920000	ENSG00000043591.6;ENSG00000165806.21;ENSG00000165813.20;ENSG00000198924.8;ENSG00000196865.4;ENSG00000148735.15;ENSG00000253066.1;ENSG00000234393.1;ENSG00000287857.1;ENSG00000285540.1;ENSG00000212589.1;ENSG00000226582.1	ADRB1;CASP7;CCDC186;DCLRE1A;NHLRC2;PLEKHS1;RNU6-709P;RP11-211N11.5;RP11-211N11.7;RP11-411P18.4;SNORA17;UBE2V1P5
chr10	115920000	116040000	ENSG00000230165.1;ENSG00000165813.20;ENSG00000238742.1;ENSG00000095627.9;ENSG00000165816.13	AURKAP2;CCDC186;MIR2110;TDRD1;VWA2
chr10	116040000	116600000	ENSG00000099204.20;ENSG00000169129.15;ENSG00000275024.1;ENSG00000151553.15;ENSG00000228169.3;ENSG00000242912.2;ENSG00000228484.3;ENSG00000229668.1;ENSG00000279796.1;ENSG00000215760.2;ENSG00000165816.13;ENSG00000238577.1	ABLIM1;AFAP1L2;CTB-1144G6.6;FAM160B1;PPIAP19;RN7SL384P;RP11-106M7.1;RP11-317F20.2;RP11-317F20.3;TAF9BP2;VWA2;snoU13
chr10	116600000	116720000	ENSG00000151553.15;ENSG00000226428.1;ENSG00000165832.6	FAM160B1;RPL15P13;TRUB1
chr10	116720000	116920000	ENSG00000107518.18;ENSG00000236799.1;ENSG00000252611.1;ENSG00000285582.1;ENSG00000165832.6	ATRNL1;LINC02626;RNU6-1121P;RP11-87P3.1;TRUB1
chr10	116920000	117000000	ENSG00000107518.18;ENSG00000285582.1	ATRNL1;RP11-87P3.1
chr10	117000000	117200000	ENSG00000107518.18	ATRNL1
chr10	117200000	117440000	ENSG00000107518.18	ATRNL1
chr10	117440000	117880000	ENSG00000107518.18;ENSG00000151892.16;ENSG00000270965.1	ATRNL1;GFRA1;NTAN1P1
chr10	117880000	118120000	ENSG00000182645.6;ENSG00000151892.16;ENSG00000285587.1	CCDC172;GFRA1;RP11-506P9.1
chr10	118120000	118280000	ENSG00000182645.6;ENSG00000227096.1;ENSG00000203837.5;ENSG00000205433.4	CCDC172;HMGB3P8;PNLIPRP3;SNRPGP6
chr10	118280000	118480000	ENSG00000165863.17;ENSG00000165868.16;ENSG00000175535.6;ENSG00000232091.1;ENSG00000187021.15;ENSG00000266200.6;ENSG00000200935.1;ENSG00000232767.2	C10orf82;HSPA12A;PNLIP;PNLIPP1;PNLIPRP1;PNLIPRP2;RNU6-1090P;RP11-498B4.5
chr10	118480000	118920000	ENSG00000188316.15;ENSG00000165868.16;ENSG00000234474.3;ENSG00000287655.1;ENSG00000235742.1;ENSG00000228195.2;ENSG00000187164.20;ENSG00000148704.13	ENO4;HSPA12A;MIR3663HG;RP11-539I5.5;RP11-5G18.2;RPL5P27;SHTN1;VAX1
chr10	118920000	119160000	ENSG00000222197.1;ENSG00000186795.1;ENSG00000266782.1;ENSG00000234474.3;ENSG00000165650.12;ENSG00000277879.1;ENSG00000225936.1;ENSG00000236171.1;ENSG00000165646.14	AL359836.1;KCNK18;MIR3663;MIR3663HG;PDZD8;RP11-129M16.4;RP11-501J20.5;RPL12P26;SLC18A2
chr10	119160000	119280000	ENSG00000258114.1;ENSG00000229847.9	CTA-109P11.4;EMX2OS
chr10	119280000	119400000	ENSG00000235198.1;ENSG00000170370.12;ENSG00000229847.9;ENSG00000288172.1	CTA-109P11.1;EMX2;EMX2OS;RP11-99L6.1
chr10	119400000	120080000	ENSG00000177640.16;ENSG00000165669.14;ENSG00000234952.2;ENSG00000107560.12;ENSG00000238276.6;ENSG00000231104.8;ENSG00000263041.2	CASC2;FAM204A;LINC02674;RAB11FIP2;RP11-245J24.1;RP11-354M20.3;RP11-355F22.1
chr10	120080000	120200000	ENSG00000165669.14;ENSG00000232139.6	FAM204A;LINC00867
chr10	120200000	120680000	ENSG00000263658.1;ENSG00000266281.1;ENSG00000151893.15;ENSG00000119973.6;ENSG00000277687.1;ENSG00000229272.2;ENSG00000236058.3;ENSG00000234309.1;ENSG00000225155.4;ENSG00000251836.1	AL356865.1;AL356865.2;CACUL1;PRLHR;RP11-427L15.2;RP11-498J9.2;RPL17P36;SLC25A18P1;TOMM22P5;U3
chr10	120680000	120800000	ENSG00000215925.1;ENSG00000107581.13;ENSG00000213574.2;ENSG00000188613.7;ENSG00000229272.2	AL157788.1;EIF3A;LDHAP5;NANOS1;RP11-498J9.2
chr10	120800000	121640000	ENSG00000151929.10;ENSG00000119979.18;ENSG00000107581.13;ENSG00000198873.12;ENSG00000228485.1;ENSG00000198825.15;ENSG00000197771.13;ENSG00000265719.1;ENSG00000270300.2;ENSG00000165672.7;ENSG00000234569.1;ENSG00000148908.15;ENSG00000242853.2;ENSG00000242818.2;ENSG00000271353.1;ENSG00000282413.1;ENSG00000271343.1;ENSG00000236426.5;ENSG00000227437.1;ENSG00000183605.17;ENSG00000222588.1;ENSG00000151923.18;ENSG00000232823.2	BAG3;DENND10;EIF3A;GRK5;GRK5-IT1;INPP5F;MCMBP;MIR4681;PHACTR2P1;PRDX3;RAD1P1;RGS10;RN7SL749P;RN7SL846P;RP11-179H18.8;RP11-359E7.3;RP11-435O11.5;RP11-79M19.2;RPS8P4;SFXN4;SNORA19;TIAL1;TXNP1
chr10	121640000	121800000	ENSG00000197771.13;ENSG00000265370.1;ENSG00000180230.6;ENSG00000107651.14	MCMBP;MIR4682;NACAP2;SEC23IP
chr10	121800000	122120000	ENSG00000221402.1;ENSG00000223455.1;ENSG00000220842.6	AL353664.1;RP11-781P14.3;RPL21P16
chr10	122120000	122480000	ENSG00000265239.1;ENSG00000177234.7;ENSG00000203805.11;ENSG00000274461.2;ENSG00000234522.1	AC073587.1;LINC01561;PLPP4;RP11-323P17.2;RP11-572P18.2
chr10	122480000	122640000	ENSG00000274461.2;ENSG00000287936.1;ENSG00000271670.1;ENSG00000120008.16;ENSG00000227165.9	RP11-323P17.2;RP11-323P17.3;RP11-95I16.4;WDR11;WDR11-AS1
chr10	122640000	122800000	ENSG00000227307.1;ENSG00000271670.1;ENSG00000278484.1;ENSG00000120008.16	RP11-95I16.2;RP11-95I16.4;RP11-95I16.6;WDR11
chr10	122800000	122880000	NA	NA
chr10	122880000	123280000	ENSG00000066468.24;ENSG00000227143.1;ENSG00000222979.1;ENSG00000236762.1	FGFR2;LINC01153;RN7SKP167;RPL19P16
chr10	123280000	123400000	ENSG00000066468.24;ENSG00000223432.1	FGFR2;RP11-62L18.3
chr10	123400000	123520000	ENSG00000107669.18;ENSG00000224250.1;ENSG00000223540.1	ATE1;RP11-78A18.2;RPS15AP5
chr10	123520000	123760000	ENSG00000107669.18;ENSG00000226864.2;ENSG00000107672.15;ENSG00000276742.1;ENSG00000273891.1;ENSG00000138162.19	ATE1;ATE1-AS1;NSMCE4A;RP11-500G22.4;RP11-500G22.5;TACC2
chr10	123760000	123880000	ENSG00000285715.1;ENSG00000138162.19	RP11-105F10.2;TACC2
chr10	123880000	123960000	ENSG00000285973.2;ENSG00000138162.19	RP11-105F10.1;TACC2
chr10	123960000	124360000	ENSG00000254636.1;ENSG00000138152.10;ENSG00000187908.20;ENSG00000166033.13;ENSG00000265442.1;ENSG00000107679.14;ENSG00000202245.1;ENSG00000285955.1;ENSG00000138162.19	ARMS2;BTBD16;DMBT1;HTRA1;MIR3941;PLEKHA1;RNU6-728P;RP11-436O19__A.6;TACC2
chr10	124360000	124480000	ENSG00000183559.12;ENSG00000187908.20;ENSG00000286135.1;ENSG00000286114.1	C10orf120;DMBT1;RP11-481L19.2;RP11-481L19.3
chr10	124480000	124560000	ENSG00000176584.18	DMBT1L1
chr10	124560000	124680000	ENSG00000255624.3;ENSG00000138161.14;ENSG00000176584.18;ENSG00000203795.3;ENSG00000213185.7	C10orf88B;CUZD1;DMBT1L1;FAM24A;FAM24B
chr10	124680000	124800000	ENSG00000196177.13;ENSG00000119965.13;ENSG00000095574.12;ENSG00000179988.15	ACADSB;C10orf88;IKZF5;PSTK
chr10	124800000	125240000	ENSG00000265463.1;ENSG00000196177.13;ENSG00000154473.18;ENSG00000188816.4;ENSG00000188620.11;ENSG00000230131.6;ENSG00000225152.1;ENSG00000270902.1;ENSG00000227586.5	AC012391.1;ACADSB;BUB3;HMX2;HMX3;LINC02641;RP11-338O1.2;RP11-338O1.3;RPS26P39
chr10	125240000	125320000	ENSG00000230131.6;ENSG00000286344.1	LINC02641;RP11-282I1.3
chr10	125320000	125720000	ENSG00000221293.2;ENSG00000221437.1;ENSG00000121898.13;ENSG00000154478.4;ENSG00000234542.1;ENSG00000286344.1;ENSG00000234677.1;ENSG00000231138.1;ENSG00000287768.1	AC009987.1;AC068058.1;CPXM2;GPR26;RP11-282I1.2;RP11-282I1.3;RP11-285A18.2;RP11-391M7.3;XXyac-YR14ID10.1
chr10	125720000	126640000	ENSG00000165660.8;ENSG00000182022.18;ENSG00000203791.15;ENSG00000189319.14;ENSG00000233334.3;ENSG00000107902.14;ENSG00000229544.9;ENSG00000214807.2;ENSG00000065154.12;ENSG00000258539.1;ENSG00000278831.1;ENSG00000226899.1;ENSG00000249456.1;ENSG00000232334.1;ENSG00000271434.2;ENSG00000229455.2;ENSG00000213438.2;ENSG00000019995.6	ABRAXAS2;CHST15;EEF1AKMT2;FAM53B;FAM53B-AS1;LHPP;NKX1-2;NPM1P31;OAT;RP11-12J10.3;RP11-12J10.4;RP11-298J20.3;RP11-298J20.4;RP11-47G11.2;RP13-238F13.3;RPS10P18;YBX2P1;ZRANB1
chr10	126640000	126840000	ENSG00000175029.17;ENSG00000264572.1;ENSG00000273599.1;ENSG00000019995.6	CTBP2;MIR4296;RP11-59C5.3;ZRANB1
chr10	126840000	127080000	ENSG00000175029.17;ENSG00000214298.3;ENSG00000282787.1	CTBP2;MRPS21P6;RP11-151A10.3
chr10	127080000	127200000	ENSG00000233135.1	RPS27P18
chr10	127200000	127320000	ENSG00000175018.13;ENSG00000237675.5	TEX36;TEX36-AS1
chr10	127320000	127480000	ENSG00000214297.3;ENSG00000107938.18;ENSG00000236991.6;ENSG00000224023.10;ENSG00000154485.5;ENSG00000228021.7;ENSG00000234134.1;ENSG00000280561.1;ENSG00000175018.13;ENSG00000188690.15	ALDOAP2;EDRF1;EDRF1-AS1;EDRF1-DT;MMP21;RP11-383C5.3;RP11-383C5.5;RP11-383C5.8;TEX36;UROS
chr10	127480000	127600000	ENSG00000215972.1;ENSG00000107949.17;ENSG00000089876.12;ENSG00000203780.12;ENSG00000265092.1;ENSG00000222629.1;ENSG00000188690.15	AL360176.1;BCCIP;DHX32;FANK1;MIR4484;RNU2-42P;UROS
chr10	127600000	128240000	ENSG00000148848.15;ENSG00000154493.20;ENSG00000203780.12;ENSG00000233409.1;ENSG00000234016.1;ENSG00000235180.1;ENSG00000222740.1;ENSG00000287326.1;ENSG00000287609.1;ENSG00000213170.3	ADAM12;C10orf90;FANK1;FANK1-AS1;GNG10P1;LINC00601;RNA5SP328;RP11-422P15.4;RP11-422P15.5;SAR1AP2
chr10	128240000	128360000	ENSG00000221717.1;ENSG00000154493.20	AL583860.1;C10orf90
chr10	128360000	128480000	ENSG00000154493.20;ENSG00000199321.1	C10orf90;SNORD60
chr10	128480000	128560000	ENSG00000154493.20	C10orf90
chr10	128560000	128680000	ENSG00000150760.13	DOCK1
chr10	128720000	128840000	ENSG00000150760.13;ENSG00000232935.2;ENSG00000223528.7	DOCK1;RP11-223P11.2;RP11-223P11.3
chr10	128840000	129040000	ENSG00000150760.13;ENSG00000188916.9	DOCK1;INSYN2A
chr10	129040000	129120000	ENSG00000150760.13	DOCK1
chr10	129120000	129240000	ENSG00000150760.13	DOCK1
chr10	129240000	129440000	ENSG00000150760.13;ENSG00000214285.3	DOCK1;NPS
chr10	129440000	129520000	NA	NA
chr10	129520000	130000000	ENSG00000188722.1;ENSG00000270778.1;ENSG00000180745.5;ENSG00000186766.8;ENSG00000280953.2;ENSG00000148773.14;ENSG00000132334.17;ENSG00000279725.1;ENSG00000287427.1;ENSG00000232259.1;ENSG00000227076.1	AL391005.1;BUB1P1;CLRN3;FOXI2;LINC01163;MKI67;PTPRE;RP11-288A5.2;RP11-380J17.3;RP11-4C20.3;RP11-4C20.4
chr10	130000000	130160000	ENSG00000280953.2;ENSG00000234640.1	LINC01163;RP11-264E18.1
chr10	130160000	130280000	NA	NA
chr10	130280000	130480000	NA	NA
chr10	130480000	130560000	NA	NA
chr10	130560000	130680000	NA	NA
chr10	130680000	130760000	ENSG00000224190.2;ENSG00000232985.1	LINC02667;RP11-442O18.1
chr10	130760000	130880000	ENSG00000287361.1	RP11-442O18.4
chr10	130880000	131080000	ENSG00000225424.1	RP11-168C9.1
chr10	131080000	131160000	ENSG00000225424.1	RP11-168C9.1
chr10	131160000	131680000	ENSG00000266061.1;ENSG00000108001.16;ENSG00000283141.1;ENSG00000170430.10;ENSG00000266676.1;ENSG00000237224.4;ENSG00000227374.1;ENSG00000275327.1;ENSG00000275005.1;ENSG00000287997.1;ENSG00000285615.1;ENSG00000287466.1	AL355531.1;EBF3;LINC02666;MGMT;MIR4297;RP11-109A6.2;RP11-109A6.3;RP11-234G16.4;RP11-234G16.5;RP11-234G16.6;RP11-267K7.1;RP11-300B2.2
chr10	131680000	132120000	ENSG00000237489.5;ENSG00000233122.2;ENSG00000108001.16;ENSG00000108010.12;ENSG00000236303.4;ENSG00000233319.1;ENSG00000276375.1;ENSG00000277218.1	C10orf143;CTAGE7P;EBF3;GLRX3;LINC02646;PPIAP32;RP11-339B9.1;RP11-500G10.5
chr10	132120000	132240000	ENSG00000236303.4	LINC02646
chr10	132240000	132880000	ENSG00000266057.1;ENSG00000236303.4;ENSG00000264803.1;ENSG00000285529.1;ENSG00000222997.1	AL607076.1;LINC02646;MIR378C;RP11-113P9.1;Y_RNA
chr10	132880000	133000000	ENSG00000176769.9;ENSG00000230098.1	TCERG1L;TCERG1L-AS1
chr10	133000000	133600000	ENSG00000265977.1;ENSG00000176769.9	AL450307.2;TCERG1L
chr10	133600000	133720000	ENSG00000189275.4;ENSG00000286295.1;ENSG00000280446.1	LINC01164;RP11-245K15.2;XX-FYM637E10_5.1
chr10	133720000	133800000	ENSG00000176171.11;ENSG00000175470.14;ENSG00000277959.1;ENSG00000273521.1	BNIP3;PPP2R2D;RP11-45A17.2;RP11-45A17.4
chr10	133800000	133920000	ENSG00000188385.12;ENSG00000279982.1	JAKMIP3;RP11-45A17.3
chr10	133920000	134520000	ENSG00000151640.13;ENSG00000068383.19;ENSG00000188385.12;ENSG00000229081.1;ENSG00000180066.10;ENSG00000148814.18;ENSG00000171813.14;ENSG00000235010.1;ENSG00000231705.1;ENSG00000234311.1;ENSG00000226900.2;ENSG00000165752.17	DPYSL4;INPP5A;JAKMIP3;LINC01165;LINC02870;LRRC27;PWWP2B;RP11-140A10.3;RP11-432J24.2;RP11-432J24.3;RP11-432J24.5;STK32C
chr10	134520000	135560000	ENSG00000282994.1;ENSG00000151651.16;ENSG00000197177.16;ENSG00000256925.3;ENSG00000233435.2;ENSG00000266547.1;ENSG00000268925.1;ENSG00000221108.1;ENSG00000230306.1;ENSG00000130643.9;ENSG00000171811.14;ENSG00000230468.1;ENSG00000130649.10;ENSG00000278664.1;ENSG00000278761.1;ENSG00000278790.1;ENSG00000276046.1;ENSG00000276904.1;ENSG00000278641.1;ENSG00000279626.1;ENSG00000127884.5;ENSG00000225899.8;ENSG00000148803.12;ENSG00000068383.19;ENSG00000171798.19;ENSG00000232903.2;ENSG00000224758.1;ENSG00000240707.3;ENSG00000166917.11;ENSG00000265395.1;ENSG00000148824.19;ENSG00000148826.9;ENSG00000233685.1;ENSG00000273327.1;ENSG00000273336.1;ENSG00000148832.16;ENSG00000165828.15;ENSG00000213543.2;ENSG00000278518.1;ENSG00000286789.1;ENSG00000254536.2;ENSG00000274685.1;ENSG00000226699.1;ENSG00000273980.1;ENSG00000213147.3;ENSG00000261914.2;ENSG00000235264.1;ENSG00000214279.13;ENSG00000203772.7;ENSG00000171772.17;ENSG00000130640.15;ENSG00000171794.4;ENSG00000151650.8;ENSG00000288107.1;ENSG00000287327.1;ENSG00000226880.1;ENSG00000237635.2;ENSG00000282875.1;ENSG00000198546.15;ENSG00000283496.1	ABC7-42391500H16.4;ADAM8;ADGRA1;ADGRA1-AS1;AGGF1P2;AL161645.1;AL161645.2;AL845259.1;BANF1P2;CALY;CFAP46;CLUHP5;CYP2E1;DUX4L10;DUX4L11;DUX4L12;DUX4L13;DUX4L14;DUX4L15;DUX4L28;ECHS1;FRG2B;FUOM;INPP5A;KNDC1;LINC01166;LINC01167;LINC01168;MIR202HG;MIR3944;MTG1;NKX6-2;OR6L1P;OR6L2P;OR7M1P;PAOX;PRAP1;RARRES2P2;RP11-108K14.12;RP11-108K14.13;RP11-108K14.8;RP11-122K13.15;RP11-122K13.7;RP13-49I15.6;RPL23AP60;RPL23AP84;RPL5P28;SCART1;SPRN;SYCE1;TUBGCP2;UTF1;VENTX;XX-2136C111.4;XX-2136C236.1;XX-2136C48.7;XX-2136C48.8;XXyac-YRM2136_A.2;ZNF511;ZNF511-PRAP1
