chr	start	end	gene_ids	gene_symbols
chr14	80173657	80373657	ENSG00000211448;ENSG00000258766	DIO2;DIO2-AS1
chr14	80373657	80453657	ENSG00000211448;ENSG00000258766	DIO2;DIO2-AS1
chr14	80453657	80613656	ENSG00000100629;ENSG00000258766	CEP128;DIO2-AS1
chr14	80613656	80733656	ENSG00000100629	CEP128
chr14	80733656	80893656	ENSG00000100629;ENSG00000258452	CEP128;HMGN2P2
chr14	80893656	81333656	ENSG00000258915;ENSG00000100629;ENSG00000205579;ENSG00000165417;ENSG00000273783;ENSG00000259167;ENSG00000271705;ENSG00000221303;ENSG00000140022;ENSG00000165409;ENSG00000270343	BHLHB9P1;CEP128;DYNLL1P1;GTF2A1;GTF2A1-AS1;NMNAT1P1;RPL17P3;SNORA79;STON2;TSHR;UNGP3
chr14	81333656	81573656	ENSG00000258605;ENSG00000258675;ENSG00000071537;ENSG00000140022	DYNLL1P2;LINC02308;SEL1L;STON2
chr14	81573656	81693656	ENSG00000258841;ENSG00000258977	EEF1A1P2;LINC01467
chr14	81693656	81853656	ENSG00000258718;ENSG00000241891	LINC02311;RPL9P6
chr14	81853656	82013656	ENSG00000258501	EIF3LP1
chr14	82013656	82573656	n/a	n/a
chr14	82573656	83253656	ENSG00000259032;ENSG00000258743;ENSG00000252369	ENSAP2;LINC02301;RNU7-51P
chr14	83253656	83333656	n/a	n/a
chr14	83333656	83653656	n/a	n/a
chr14	83653656	83773656	ENSG00000238561	RNU6ATAC28P
chr14	83773656	83853656	n/a	n/a
chr14	83853656	83933656	ENSG00000258532	LINC02305
chr14	83933656	84093656	n/a	n/a
chr14	84093656	84893656	ENSG00000259012;ENSG00000258762;ENSG00000258923;ENSG00000251895	MTCYBP27;MTND4P33;MTND5P35;RNU6-976P
chr14	84893656	85093656	n/a	n/a
chr14	85093656	85253656	n/a	n/a
chr14	85253656	85413656	ENSG00000259107;ENSG00000258814	LINC00911;LINC02329
chr14	85413656	85813656	ENSG00000185070;ENSG00000205562;ENSG00000259107	FLRT2;FLRT2-AS1;LINC00911
chr14	85813656	86173656	ENSG00000258912;ENSG00000258733	LINC02316;LINC02328
chr14	86173656	86293656	n/a	n/a
chr14	86293656	86973656	ENSG00000258804;ENSG00000258994	LINC01148;LINC02309
chr14	86973656	87453656	ENSG00000258859	LINC02296
chr14	87453656	87533656	ENSG00000258859	LINC02296
chr14	87533656	87653656	ENSG00000258859;ENSG00000258770	LINC02296;LINC02330
chr14	87653656	87813656	ENSG00000258770	LINC02330
chr14	87813656	87933656	ENSG00000054983	GALC
chr14	87933656	88413656	ENSG00000054983;ENSG00000140030;ENSG00000258867;ENSG00000100433;ENSG00000258826;ENSG00000252783;ENSG00000259096;ENSG00000042317	GALC;GPR65;HISLA;KCNK10;LINC01147;RNU6-835P;SHLD2P2;SPATA7
chr14	88413656	88533656	ENSG00000070778;ENSG00000222990;ENSG00000042317	PTPN21;RNU4-22P;SPATA7
chr14	88533656	88853656	ENSG00000165521;ENSG00000070778;ENSG00000200653;ENSG00000165533;ENSG00000100722	EML5;PTPN21;RNU4-92P;TTC8;ZC3H14
chr14	88853656	89013656	ENSG00000165533	TTC8
chr14	89013656	89133656	ENSG00000053254;ENSG00000258990	FOXN3;MPPE1P1
chr14	89133656	89853656	ENSG00000259151;ENSG00000259050;ENSG00000140025;ENSG00000053254;ENSG00000258920;ENSG00000259073;ENSG00000201027;ENSG00000200312	CAP2P1;CHORDC2P;EFCAB11;FOXN3;FOXN3-AS1;FOXN3-AS2;RN7SKP107;RN7SKP255
chr14	89853656	89933656	ENSG00000140025;ENSG00000230997	EFCAB11;RAB42P1
chr14	89933656	90373656	ENSG00000140025;ENSG00000258544;ENSG00000152315;ENSG00000119720;ENSG00000100764;ENSG00000242571;ENSG00000042088	EFCAB11;GLRXP2;KCNK13;NRDE2;PSMC1;RPL21P11;TDP1
chr14	90373656	90773656	ENSG00000198668;ENSG00000233208;ENSG00000258678;ENSG00000275198;ENSG00000165914;ENSG00000259163	CALM1;LINC00642;LINC02317;LINC02960;TTC7B;TTC7B-AS1
chr14	90773656	90893656	ENSG00000258884;ENSG00000100784;ENSG00000165914	LINC02321;RPS6KA5;TTC7B
chr14	90893656	91333656	ENSG00000015133;ENSG00000133943;ENSG00000119714;ENSG00000252644;ENSG00000100784;ENSG00000221102	CCDC88C;DGLUCY;GPR68;RNU7-30P;RPS6KA5;SNORA11B
chr14	91333656	91493656	ENSG00000015133;ENSG00000258798;ENSG00000100796	CCDC88C;CCDC88C-DT;PPP4R3A
chr14	91493656	91613656	ENSG00000133962;ENSG00000258774;ENSG00000268295;ENSG00000100796	CATSPERB;NANOGP7;POLR3GP1;PPP4R3A
chr14	91613656	92133656	ENSG00000066427;ENSG00000133962;ENSG00000165934;ENSG00000140092;ENSG00000183648;ENSG00000165929;ENSG00000100815	ATXN3;CATSPERB;CPSF2;FBLN5;NDUFB1;TC2N;TRIP11
chr14	92133656	92773655	ENSG00000165934;ENSG00000100600;ENSG00000100599;ENSG00000201097;ENSG00000140090	CPSF2;LGMN;RIN3;RNU6-366P;SLC24A4
chr14	92773655	92893655	ENSG00000066455;ENSG00000258742	GOLGA5;LINC02833
chr14	92893655	93413654	ENSG00000011114;ENSG00000100604;ENSG00000187581;ENSG00000258595;ENSG00000170270;ENSG00000100605;ENSG00000258730;ENSG00000258499;ENSG00000153485;ENSG00000165943;ENSG00000241499;ENSG00000012963;ENSG00000133958	BTBD7;CHGA;COX8C;CYB5AP3;GON7;ITPK1;ITPK1-AS1;LINC02287;LYSET;MOAP1;RPL36AP4;UBR7;UNC79
chr14	93413654	93493654	ENSG00000252720;ENSG00000133958	RNU6-1258P;UNC79
chr14	93493654	93813654	ENSG00000175785;ENSG00000133958	PRIMA1;UNC79
chr14	93813654	93933654	ENSG00000140067;ENSG00000258584	FAM181A;FAM181A-AS1
chr14	93933654	94573663	ENSG00000100628;ENSG00000175699;ENSG00000089737;ENSG00000165949;ENSG00000165948;ENSG00000119632;ENSG00000089723;ENSG00000119698;ENSG00000197249;ENSG00000140093;ENSG00000186910;ENSG00000165953;ENSG00000258597;ENSG00000100665;ENSG00000188488;ENSG00000170099;ENSG00000170054	ASB2;CCDC197;DDX24;IFI27;IFI27L1;IFI27L2;OTUB2;PPP4R4;SERPINA1;SERPINA10;SERPINA11;SERPINA12;SERPINA2;SERPINA4;SERPINA5;SERPINA6;SERPINA9
chr14	94573663	94693663	ENSG00000258805;ENSG00000187483;ENSG00000196136;ENSG00000188488	ADIPOR1P2;SERPINA13P;SERPINA3;SERPINA5
chr14	94693663	95053663	ENSG00000133937;ENSG00000258933;ENSG00000240914;ENSG00000239269	GSC;LINC02279;RPL15P2;RPSAP4
chr14	95053663	95133663	ENSG00000100697	DICER1
chr14	95133663	95293663	ENSG00000165959;ENSG00000100697;ENSG00000235706;ENSG00000264607	CLMN;DICER1;DICER1-AS1;MIR3173
chr14	95293663	95853663	ENSG00000165959;ENSG00000182512;ENSG00000258630;ENSG00000258390;ENSG00000252481;ENSG00000247092;ENSG00000176438;ENSG00000100721;ENSG00000213231;ENSG00000187621	CLMN;GLRX5;LINC02292;LINC02318;SCARNA13;SNHG10;SYNE3;TCL1A;TCL1B;TCL6
chr14	95853663	96013663	ENSG00000250366	TUNAR
chr14	96013663	96213663	ENSG00000168398;ENSG00000227051	BDKRB2;C14orf132
chr14	96213663	96333663	ENSG00000066739;ENSG00000100739;ENSG00000168398;ENSG00000258788	ATG2B;BDKRB1;BDKRB2;CKS1BP1
chr14	96333663	96533663	ENSG00000140057;ENSG00000066739;ENSG00000100744;ENSG00000090060;ENSG00000260806;ENSG00000259059;ENSG00000222276;ENSG00000240051	AK7;ATG2B;GSKIP;PAPOLA;PAPOLA-DT;PEBP1P1;RNU2-33P;RPL23AP10
chr14	96533663	96853663	ENSG00000258979;ENSG00000090060;ENSG00000223299;ENSG00000100749	LINC02299;PAPOLA;RN7SKP108;VRK1
chr14	96853663	97053663	ENSG00000100749	VRK1
chr14	97053663	97173663	ENSG00000259110	LINC02304
chr14	97173663	97333663	n/a	n/a
chr14	97333663	98133663	ENSG00000246223;ENSG00000197176;ENSG00000258869;ENSG00000246084	LINC01550;LINC02291;LINC02312;LINC02325
chr14	98133663	98853663	ENSG00000258511;ENSG00000176605;ENSG00000241757	LINC02295;LINC02914;RN7SL714P
chr14	98853663	99133663	ENSG00000232573	RPL3P4
chr14	99133663	99293663	ENSG00000127152	BCL11B
chr14	99293663	99373663	n/a	n/a
chr14	99373663	99973663	ENSG00000205476;ENSG00000090061;ENSG00000036530;ENSG00000066629;ENSG00000196405;ENSG00000182218;ENSG00000199836;ENSG00000272439;ENSG00000183576;ENSG00000271198	CCDC85C;CCNK;CYP46A1;EML1;EVL;HHIPL1;RNU1-47P;RNU6-91P;SETD3;VDAC3P1
chr14	99973663	100333663	ENSG00000168350;ENSG00000196405;ENSG00000199082;ENSG00000198984;ENSG00000243976;ENSG00000197119;ENSG00000140107;ENSG00000100811	DEGS2;EVL;MIR342;MIR345;RN7SL523P;SLC25A29;SLC25A47;YY1
chr14	100333663	100533663	ENSG00000253075;ENSG00000140105;ENSG00000176473	RN7SKP92;WARS1;WDR25
chr14	100533663	100693663	ENSG00000183092;ENSG00000196273	BEGAIN;LINC00523
chr14	100693663	101693663	ENSG00000197406;ENSG00000258498;ENSG00000185559;ENSG00000259023;ENSG00000259004;ENSG00000259082;ENSG00000258404;ENSG00000214548;ENSG00000225746;ENSG00000223403;ENSG00000221525;ENSG00000221614;ENSG00000221036;ENSG00000221745;ENSG00000283857;ENSG00000207608;ENSG00000207993;ENSG00000207942;ENSG00000207978;ENSG00000207749;ENSG00000215957;ENSG00000199069;ENSG00000208004;ENSG00000207761;ENSG00000207762;ENSG00000199151;ENSG00000199025;ENSG00000199005;ENSG00000283588;ENSG00000283561;ENSG00000283556;ENSG00000283279;ENSG00000199015;ENSG00000199088;ENSG00000199020;ENSG00000258861;ENSG00000199107;ENSG00000199092;ENSG00000199109;ENSG00000199012;ENSG00000208001;ENSG00000272458;ENSG00000207569;ENSG00000208027;ENSG00000207742;ENSG00000207754;ENSG00000207989;ENSG00000258399;ENSG00000194717;ENSG00000207743;ENSG00000207961;ENSG00000202560;ENSG00000216179;ENSG00000212040;ENSG00000207587;ENSG00000207934;ENSG00000207646;ENSG00000207959;ENSG00000283159;ENSG00000211582;ENSG00000211574;ENSG00000216099;ENSG00000254656;ENSG00000275662;ENSG00000202191;ENSG00000212384;ENSG00000201700;ENSG00000201672;ENSG00000272474;ENSG00000200215;ENSG00000200632;ENSG00000200367;ENSG00000201950;ENSG00000199575;ENSG00000200279;ENSG00000200608;ENSG00000202270;ENSG00000201247;ENSG00000199593;ENSG00000201557;ENSG00000199914;ENSG00000201569;ENSG00000202142;ENSG00000199942;ENSG00000200823;ENSG00000202048;ENSG00000272344;ENSG00000202293;ENSG00000200406;ENSG00000201899;ENSG00000200612;ENSG00000200413;ENSG00000200636;ENSG00000200480;ENSG00000201689;ENSG00000201839;ENSG00000201318;ENSG00000200089;ENSG00000200832;ENSG00000199798;ENSG00000201263;ENSG00000199390;ENSG00000201240	DIO3;DIO3OS;DLK1;LINC00524;LINC02285;LINC02314;LINC02320;MEG3;MEG8;MEG9;MIR1185-1;MIR1185-2;MIR1193;MIR1197;MIR1247;MIR127;MIR134;MIR136;MIR154;MIR299;MIR300;MIR323A;MIR323B;MIR329-1;MIR329-2;MIR337;MIR369;MIR370;MIR376A1;MIR376A2;MIR376B;MIR376C;MIR377;MIR379;MIR381;MIR381HG;MIR409;MIR410;MIR411;MIR412;MIR431;MIR432;MIR433;MIR485;MIR487A;MIR487B;MIR493;MIR493HG;MIR494;MIR495;MIR496;MIR539;MIR541;MIR543;MIR544A;MIR654;MIR655;MIR656;MIR665;MIR758;MIR770;MIR889;RTL1;SNORD112;SNORD113-1;SNORD113-2;SNORD113-3;SNORD113-4;SNORD113-5;SNORD113-6;SNORD113-7;SNORD113-8;SNORD113-9;SNORD114-1;SNORD114-10;SNORD114-11;SNORD114-12;SNORD114-13;SNORD114-14;SNORD114-15;SNORD114-16;SNORD114-17;SNORD114-18;SNORD114-19;SNORD114-2;SNORD114-20;SNORD114-21;SNORD114-22;SNORD114-23;SNORD114-24;SNORD114-25;SNORD114-26;SNORD114-27;SNORD114-28;SNORD114-29;SNORD114-3;SNORD114-30;SNORD114-31;SNORD114-4;SNORD114-5;SNORD114-6;SNORD114-7;SNORD114-9
chr14	101693663	103333663	ENSG00000166126;ENSG00000156381;ENSG00000198752;ENSG00000100865;ENSG00000197102;ENSG00000100664;ENSG00000259775;ENSG00000205436;ENSG00000259525;ENSG00000080824;ENSG00000283071;ENSG00000258512;ENSG00000251533;ENSG00000259717;ENSG00000258404;ENSG00000259230;ENSG00000080823;ENSG00000259374;ENSG00000259161;ENSG00000078304;ENSG00000270938;ENSG00000089902;ENSG00000240457;ENSG00000239224;ENSG00000206969;ENSG00000212330;ENSG00000207208;ENSG00000213176;ENSG00000240624;ENSG00000259535;ENSG00000242837;ENSG00000230988;ENSG00000196663;ENSG00000185215;ENSG00000131323;ENSG00000140153;ENSG00000022976	AMN;ANKRD9;CDC42BPB;CINP;DYNC1H1;EIF5;EIF5-DT;EXOC3L4;GCSHP2;HSP90AA1;LBHD2;LINC00239;LINC00605;LINC00677;LINC02320;LINC02323;MOK;NDUFB4P11;NPM1P20;PPP2R5C;RAP2CP1;RCOR1;RN7SL472P;RN7SL546P;RNU6-1316P;RNU6-244P;RNU6-790P;RPL13P6;RPL17P4;RPL21P12;RPL21P13;RPL23AP11;TECPR2;TNFAIP2;TRAF3;WDR20;ZNF839
chr14	103333663	103973663	ENSG00000156411;ENSG00000166170;ENSG00000166165;ENSG00000256053;ENSG00000100664;ENSG00000259428;ENSG00000126214;ENSG00000246451;ENSG00000075413;ENSG00000088808;ENSG00000258735;ENSG00000227729;ENSG00000201184;ENSG00000252469;ENSG00000244691;ENSG00000243904;ENSG00000272533;ENSG00000156414;ENSG00000166166;ENSG00000260285;ENSG00000126215;ENSG00000100711	ATP5MJ;BAG5;CKB;COA8;EIF5;HMGB3P26;KLC1;KLC1-AS1;MARK3;PPP1R13B;PPP1R13B-DT;RD3L;RNU4-68P;RNU7-160P;RPL10AP1;RPSAP5;SNORA28;TDRD9;TRMT61A;TRMT61A-DT;XRCC3;ZFYVE21
chr14	103973663	104093663	ENSG00000166183;ENSG00000242894;ENSG00000156414	ASPG;RN7SL634P;TDRD9
chr14	104093663	104573663	ENSG00000166183;ENSG00000213159;ENSG00000066735;ENSG00000258748;ENSG00000258913;ENSG00000207568;ENSG00000222761;ENSG00000258986	ASPG;CEND1P1;KIF26A;KIF26A-DT;LINC02691;MIR203A;RNU6-684P;TMEM179
chr14	104573663	104693663	ENSG00000184601;ENSG00000203485;ENSG00000260792;ENSG00000258986	C14orf180;INF2;LINC02280;TMEM179
chr14	104693663	106881350	ENSG00000271968;ENSG00000185100;ENSG00000185567;ENSG00000142208;ENSG00000230157;ENSG00000270371;ENSG00000185024;ENSG00000184887;ENSG00000170779;ENSG00000099814;ENSG00000140104;ENSG00000253364;ENSG00000213145;ENSG00000182809;ENSG00000213140;ENSG00000234402;ENSG00000226777;ENSG00000183484;ENSG00000228966;ENSG00000238275;ENSG00000211895;ENSG00000211890;ENSG00000211898;ENSG00000236170;ENSG00000227108;ENSG00000237020;ENSG00000211907;ENSG00000237197;ENSG00000211918;ENSG00000211931;ENSG00000211912;ENSG00000211925;ENSG00000211923;ENSG00000211917;ENSG00000211911;ENSG00000211930;ENSG00000211924;ENSG00000232543;ENSG00000227800;ENSG00000227196;ENSG00000233655;ENSG00000211921;ENSG00000211915;ENSG00000211909;ENSG00000211928;ENSG00000211920;ENSG00000211914;ENSG00000225825;ENSG00000228131;ENSG00000236597;ENSG00000211891;ENSG00000253692;ENSG00000211896;ENSG00000211893;ENSG00000211897;ENSG00000211892;ENSG00000253755;ENSG00000211905;ENSG00000227335;ENSG00000211904;ENSG00000237547;ENSG00000242887;ENSG00000237111;ENSG00000240041;ENSG00000242472;ENSG00000211900;ENSG00000211899;ENSG00000254174;ENSG00000253709;ENSG00000254046;ENSG00000211945;ENSG00000211934;ENSG00000211950;ENSG00000211935;ENSG00000211961;ENSG00000211962;ENSG00000211968;ENSG00000253274;ENSG00000253703;ENSG00000211973;ENSG00000281990;ENSG00000280411;ENSG00000211951;ENSG00000211937;ENSG00000274576;ENSG00000211974;ENSG00000211941;ENSG00000211942;ENSG00000211943;ENSG00000211944;ENSG00000253883;ENSG00000211946;ENSG00000211947;ENSG00000253957;ENSG00000211949;ENSG00000253441;ENSG00000270474;ENSG00000270550;ENSG00000253587;ENSG00000254289;ENSG00000211955;ENSG00000253440;ENSG00000211957;ENSG00000253240;ENSG00000253359;ENSG00000211958;ENSG00000278473;ENSG00000254228;ENSG00000232216;ENSG00000229092;ENSG00000211964;ENSG00000211965;ENSG00000253241;ENSG00000253545;ENSG00000211967;ENSG00000275475;ENSG00000253759;ENSG00000253763;ENSG00000253742;ENSG00000253132;ENSG00000253936;ENSG00000223648;ENSG00000282639;ENSG00000253209;ENSG00000211972;ENSG00000282600;ENSG00000211938;ENSG00000254056;ENSG00000225698;ENSG00000211976;ENSG00000224650;ENSG00000254176;ENSG00000253247;ENSG00000275747;ENSG00000211952;ENSG00000231475;ENSG00000211956;ENSG00000211959;ENSG00000276775;ENSG00000254395;ENSG00000224373;ENSG00000211970;ENSG00000283906;ENSG00000282651;ENSG00000211966;ENSG00000211978;ENSG00000211933;ENSG00000254326;ENSG00000253325;ENSG00000282122;ENSG00000253467;ENSG00000253131;ENSG00000211979;ENSG00000254167;ENSG00000254279;ENSG00000253458;ENSG00000253345;ENSG00000253482;ENSG00000253149;ENSG00000253491;ENSG00000283607;ENSG00000254203;ENSG00000253294;ENSG00000283195;ENSG00000253895;ENSG00000253808;ENSG00000253386;ENSG00000253941;ENSG00000253714;ENSG00000254329;ENSG00000253747;ENSG00000253169;ENSG00000253820;ENSG00000254134;ENSG00000253674;ENSG00000254215;ENSG00000253412;ENSG00000283948;ENSG00000253780;ENSG00000254045;ENSG00000253367;ENSG00000253462;ENSG00000253989;ENSG00000283562;ENSG00000253862;ENSG00000253387;ENSG00000254053;ENSG00000254036;ENSG00000253635;ENSG00000254052;ENSG00000253310;ENSG00000253303;ENSG00000253465;ENSG00000203485;ENSG00000184916;ENSG00000270816;ENSG00000276210;ENSG00000258701;ENSG00000257556;ENSG00000182979;ENSG00000251602;ENSG00000183828;ENSG00000179364;ENSG00000166428;ENSG00000199480;ENSG00000242085;ENSG00000239365;ENSG00000196183;ENSG00000184990;ENSG00000223506;ENSG00000273894;ENSG00000185347;ENSG00000226174;ENSG00000184986;ENSG00000179627	ADAM6;ADSS1;AHNAK2;AKT1;ATP5MC1P1;ATP6V1G1P1;BRF1;BTBD6;CDCA4;CEP170B;CLBA1;COPDA1;CRIP1;CRIP2;ELK2AP;ELK2BP;FAM30A;GPR132;HOMER2P1;HOMER2P2;IGHA1;IGHA2;IGHD;IGHD1-1;IGHD1-14;IGHD1-20;IGHD1-26;IGHD1-7;IGHD2-15;IGHD2-2;IGHD2-21;IGHD2-8;IGHD3-10;IGHD3-16;IGHD3-22;IGHD3-3;IGHD3-9;IGHD4-11;IGHD4-17;IGHD4-23;IGHD4-4;IGHD5-12;IGHD5-18;IGHD5-24;IGHD5-5;IGHD6-13;IGHD6-19;IGHD6-25;IGHD6-6;IGHD7-27;IGHE;IGHEP1;IGHG1;IGHG2;IGHG3;IGHG4;IGHGP;IGHJ1;IGHJ1P;IGHJ2;IGHJ2P;IGHJ3;IGHJ3P;IGHJ4;IGHJ5;IGHJ6;IGHM;IGHV1-12;IGHV1-14;IGHV1-17;IGHV1-18;IGHV1-2;IGHV1-24;IGHV1-3;IGHV1-45;IGHV1-46;IGHV1-58;IGHV1-67;IGHV1-68;IGHV1-69;IGHV1-69-2;IGHV1-69D;IGHV2-26;IGHV2-5;IGHV2-70;IGHV2-70D;IGHV3-11;IGHV3-13;IGHV3-15;IGHV3-16;IGHV3-19;IGHV3-20;IGHV3-21;IGHV3-22;IGHV3-23;IGHV3-25;IGHV3-29;IGHV3-30;IGHV3-30-2;IGHV3-32;IGHV3-33;IGHV3-33-2;IGHV3-35;IGHV3-36;IGHV3-37;IGHV3-38;IGHV3-41;IGHV3-42;IGHV3-43;IGHV3-47;IGHV3-48;IGHV3-49;IGHV3-50;IGHV3-52;IGHV3-53;IGHV3-54;IGHV3-57;IGHV3-6;IGHV3-60;IGHV3-62;IGHV3-63;IGHV3-64;IGHV3-64D;IGHV3-65;IGHV3-66;IGHV3-69-1;IGHV3-7;IGHV3-71;IGHV3-72;IGHV3-73;IGHV3-74;IGHV3-75;IGHV3-76;IGHV3-79;IGHV4-28;IGHV4-31;IGHV4-34;IGHV4-39;IGHV4-4;IGHV4-55;IGHV4-59;IGHV4-61;IGHV4-80;IGHV5-10-1;IGHV5-51;IGHV5-78;IGHV6-1;IGHV7-27;IGHV7-34-1;IGHV7-4-1;IGHV7-40;IGHV7-56;IGHV7-81;IGHV8-51-1;IGHVII-1-1;IGHVII-15-1;IGHVII-22-1;IGHVII-26-2;IGHVII-28-1;IGHVII-30-1;IGHVII-30-21;IGHVII-33-1;IGHVII-40-1;IGHVII-43-1;IGHVII-44-2;IGHVII-46-1;IGHVII-49-1;IGHVII-51-2;IGHVII-53-1;IGHVII-60-1;IGHVII-62-1;IGHVII-65-1;IGHVII-67-1;IGHVII-74-1;IGHVII-78-1;IGHVIII-11-1;IGHVIII-13-1;IGHVIII-16-1;IGHVIII-2-1;IGHVIII-22-2;IGHVIII-25-1;IGHVIII-26-1;IGHVIII-38-1;IGHVIII-44;IGHVIII-47-1;IGHVIII-5-1;IGHVIII-5-2;IGHVIII-67-2;IGHVIII-67-3;IGHVIII-67-4;IGHVIII-76-1;IGHVIII-82;IGHVIV-44-1;INF2;JAG2;LINC00221;LINC00226;LINC00638;LINC02298;MTA1;MTA1-DT;NUDT14;PACS2;PLD4;RNA5SP389;RPS20P33;RPS26P49;RPS2P4;SIVA1;SLC20A1P1;SLC20A1P2;TEDC1;TEX22;TMEM121;ZBTB42
chr15	20074747	20689304	ENSG00000258780;ENSG00000259156;ENSG00000277322;ENSG00000181984;ENSG00000180229;ENSG00000270685;ENSG00000258797;ENSG00000258590;ENSG00000258628;ENSG00000239471;ENSG00000278497;ENSG00000258916	BMS1P15;CHEK2P2;GOLGA6L6;GOLGA8CP;HERC2P3;IGHV1OR15-6;MPHOSPH10P4;NBEAP1;RHPN2P1;RN7SL584P;RN7SL759P;SPATA31E2P
chr15	20729746	21114671	ENSG00000258771;ENSG00000259698;ENSG00000259089;ENSG00000270185;ENSG00000282268;ENSG00000282089;ENSG00000270451;ENSG00000270824;ENSG00000258710;ENSG00000258420;ENSG00000270831;ENSG00000258855;ENSG00000258494;ENSG00000230031;ENSG00000243059;ENSG00000238478;ENSG00000238489;ENSG00000258799	BCAR1P2;FAM30C;GRAMD4P5;IGHD1OR15-1B;IGHD2OR15-2B;IGHD3OR15-3B;IGHD4OR15-4B;IGHD5OR15-5B;LINC01193;LONRF2P3;NF1P1;OR11J2P;OR11J5P;POTEB2;RN7SL400P;RNU6-498P;RNU6-749P;ZNF519P2
chr15	22553095	23142662	ENSG00000273749;ENSG00000276172;ENSG00000273976;ENSG00000277561;ENSG00000276550;ENSG00000277505;ENSG00000170113;ENSG00000140157;ENSG00000275325;ENSG00000277515;ENSG00000275835;ENSG00000276141	CYFIP1;ELMO2P1;GOLGA6L1;GOLGA8IP;HERC2P2;MPHOSPH10P5;NIPA1;NIPA2;PDCD6IPP1;RN7SL495P;TUBGCP5;WHAMMP3
chr15	23319712	23474853	ENSG00000174450;ENSG00000273756;ENSG00000261739;ENSG00000261418;ENSG00000260399;ENSG00000278222	GOLGA6L2;GOLGA6L26;GOLGA8S;HERC2P6;MPHOSPH10P6;RN7SL536P
chr15	23474853	23754853	ENSG00000254585;ENSG00000179455;ENSG00000182636	MAGEL2;MKRN3;NDN
chr15	23754853	24674853	ENSG00000259905;ENSG00000260551;ENSG00000260232;ENSG00000206616	PWRN1;PWRN2;PWRN4;RNU6-741P
chr15	24674853	25594853	ENSG00000270814;ENSG00000235731;ENSG00000185823;ENSG00000279050;ENSG00000279192;ENSG00000259905;ENSG00000241061;ENSG00000242088;ENSG00000224078;ENSG00000276314;ENSG00000239014;ENSG00000274640;ENSG00000239169;ENSG00000201831;ENSG00000201943;ENSG00000200486;ENSG00000199453;ENSG00000273835;ENSG00000199960;ENSG00000201679;ENSG00000200757;ENSG00000201482;ENSG00000200163;ENSG00000199968;ENSG00000199712;ENSG00000201969;ENSG00000199833;ENSG00000201326;ENSG00000201331;ENSG00000200398;ENSG00000199489;ENSG00000275524;ENSG00000201300;ENSG00000200801;ENSG00000199704;ENSG00000199970;ENSG00000200987;ENSG00000202188;ENSG00000200949;ENSG00000200593;ENSG00000199311;ENSG00000201992;ENSG00000202499;ENSG00000200638;ENSG00000201907;ENSG00000200564;ENSG00000200680;ENSG00000272460;ENSG00000200478;ENSG00000201143;ENSG00000202373;ENSG00000202261;ENSG00000212380;ENSG00000212528;ENSG00000201634;ENSG00000200503;ENSG00000200812;ENSG00000278089;ENSG00000200726;ENSG00000199782;ENSG00000207063;ENSG00000200661;ENSG00000206609;ENSG00000207197;ENSG00000207137;ENSG00000206621;ENSG00000207174;ENSG00000207263;ENSG00000206656;ENSG00000206688;ENSG00000207460;ENSG00000207001;ENSG00000278715;ENSG00000277785;ENSG00000275127;ENSG00000207375;ENSG00000207279;ENSG00000252326;ENSG00000251815;ENSG00000251896;ENSG00000278123;ENSG00000207245;ENSG00000207014;ENSG00000252277;ENSG00000275529;ENSG00000207191;ENSG00000207442;ENSG00000207133;ENSG00000207093;ENSG00000206727;ENSG00000276610;ENSG00000128739;ENSG00000273173;ENSG00000114062	DMAC1P1;LINC02250;NPAP1;PWAR1;PWAR5;PWRN1;RPL5P1;RPS27P2;SNHG14;SNORD107;SNORD108;SNORD109A;SNORD109B;SNORD115-1;SNORD115-10;SNORD115-11;SNORD115-12;SNORD115-13;SNORD115-14;SNORD115-15;SNORD115-16;SNORD115-17;SNORD115-18;SNORD115-19;SNORD115-2;SNORD115-20;SNORD115-21;SNORD115-22;SNORD115-23;SNORD115-24;SNORD115-25;SNORD115-26;SNORD115-27;SNORD115-28;SNORD115-29;SNORD115-3;SNORD115-30;SNORD115-31;SNORD115-32;SNORD115-33;SNORD115-34;SNORD115-35;SNORD115-36;SNORD115-37;SNORD115-38;SNORD115-39;SNORD115-4;SNORD115-40;SNORD115-41;SNORD115-42;SNORD115-43;SNORD115-44;SNORD115-45;SNORD115-47;SNORD115-48;SNORD115-5;SNORD115-6;SNORD115-7;SNORD115-8;SNORD115-9;SNORD116-1;SNORD116-10;SNORD116-11;SNORD116-12;SNORD116-13;SNORD116-14;SNORD116-15;SNORD116-16;SNORD116-17;SNORD116-18;SNORD116-19;SNORD116-2;SNORD116-20;SNORD116-21;SNORD116-22;SNORD116-23;SNORD116-24;SNORD116-25;SNORD116-26;SNORD116-27;SNORD116-28;SNORD116-29;SNORD116-3;SNORD116-30;SNORD116-4;SNORD116-5;SNORD116-6;SNORD116-7;SNORD116-8;SNORD116-9;SNORD64;SNRPN;SNURF;UBE3A
chr15	25594853	26154853	ENSG00000206190;ENSG00000259011;ENSG00000259150;ENSG00000206187;ENSG00000222123	ATP10A;ATP10A-DT;LINC00929;LINC02346;RNA5SP390
chr15	26154853	26274853	n/a	n/a
chr15	26274853	26394853	n/a	n/a
chr15	26394853	26874853	ENSG00000186297;ENSG00000166206;ENSG00000235160	GABRA5;GABRB3;LINC02248
